X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-123.365996936163114,48.734235572909832,164374,Arbutus Point,Pointe Arbutus,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.384125180437067,48.721773871071932,164375,Shell Beach,Plage Shell,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.369640274612919,48.720917292037164,164376,Princess Bay,Baie Princess,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.27710125127777,48.662346535809405,164377,Isle de Lis,Isle de Lis,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.273989950408293,48.567839122487619,164378,D'Arcy Island,Île D'Arcy,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.397199613111226,48.83968343904786,164379,James Bay,Baie James,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.098509590211521,48.774119691304477,164380,Narvaez Bay,Baie Narvaez,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.407968757620836,48.749558139264572,164381,Russell Day use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.311130335534074,48.78443693022605,164382,Shingle Bay,Baie Shingle,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.189603766492183,48.809357798805266,164383,Winter Cove Boat Launch,,,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-79.856023616316151,44.900173883891398,164384,Honeymoon Bay-Waste Dropoff,,,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.854639139285837,44.900600031738627,164385,Honeymoon Bay-Waste Dropoff,,Honeymoon Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.84767521559192,44.898083739952604,164386,Frying Pan Bay-Waste Dropoff,,Frying Pan Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.845585494158485,44.8961859417889,164387,Frying Pan Bay-Waste Dropoff,,Frying Pan Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.842395027779617,44.886685955256517,164388,Little Dog-Waste Dropoff,,Little Dog,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.85088784195743,44.891282002593684,164389,Chimney Bay-Waste Dropoff,,Chimney Bay,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.854488166707625,44.889446392978911,164390,Oaks-Waste Dropoff,,Oaks,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.85634186919701,44.881631249421709,164391,McCabe Rock-Waste Dropoff,,McCabe Rock,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.856667175437309,44.879985349323142,164392,Sandpiper-Waste Dropoff,,Sandpiper,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.857001285830975,44.877676436155546,164393,Wana Keta-Waste Dropoff,,Wana Keta,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.849591254780691,44.871837353083251,164394,Tonch North-Waste Dropoff,,Tonch North,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.847699778508343,44.870493104644005,164395,Tonch East-Waste Dropoff,,Tonch East,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.850773693312576,44.866825387336213,164396,Tonch South-Waste Dropoff,,Tonch South,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.861244446985069,44.859500373769102,164397,Thumb Point-Waste Dropoff,,Thumb Point,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.864820165949652,44.855528550626218,164398,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.86469495609775,44.852527738343269,164399,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.864258147208233,44.85023897135197,164400,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.861648387033597,44.848803665175836,164401,Cedar Spring-Waste Dropoff,,Cedar Spring,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.877773441325488,44.847155323680653,164402,Christian Beach-Waste Dropoff,,Christian Beach,,,,,,Garbage / Recycling Drop-Off Facility//Dépôt pour déchets et recyclage,Yes//Oui,No//Non
-79.863351424693036,44.849492302752672,164403,Cedar Spring South Picnic Area,,Cedar Spring South,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-79.864783099541654,44.853615510791727,164404,Cedar Spring Frontcountry Camping,,Cedar Spring,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-79.86376298718605,44.849898755597103,164405,Cedar Spring Playground,,Cedar Spring,,,,,,Playground//Terrain de jeu,Yes//Oui,No//Non
-79.865093237803819,44.852774847307913,164406,Cedar Spring Visitor Centre,,Cedar Spring,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-79.865796134245684,44.852554455978932,164407,Cedar Spring Trailhead,,Cedar Spring,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,No//Non
-79.863760044221209,44.854921816270227,164408,Cedar Spring Swiming Area,,Cedar Spring,,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-79.863803121893596,44.852515818246673,164409,Cedar Spring Swiming Area,,Cedar Spring,,,,,,Swimming Area//Aire de baignade,Yes//Oui,No//Non
-79.850631718638553,44.742002848931541,164410,Midland Administration Building,,Midland,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,No//Non
-79.866828742905085,44.850345279524745,164411,Beausoliel Island Maintenance Compound,,Maintenance Compound,,,,,,Compound/Operations Station//Ateliers/Station des opérations,No//Non,No//Non
-79.865163844095179,44.852635048914536,164412,Woodshed Cedar Spring,,Woodshed Cedar Spring,,,,,,Firewood Processing / Storage Area//Traitement ou entreposage de bois à brûler,Yes//Oui,No//Non
-79.864164291581218,44.850577370857557,164413,Cedar Spring Pumphouse,,Cedar Spring Pumphouse,,,,,,Drinking Water Processing Plant//Usine de traitement des eaux,No//Non,No//Non
-79.851108205868286,44.867411113058381,164414,Tonch South Outhouse,,Tonch South Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.857470441799052,44.880748941979455,164415,Sandpiper Outhouse,,Sandpiper Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.857645204073535,44.877415334775833,164416,Wana Keta Composting Toilet,,,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.85688191021984,44.881918227270724,164417,McCabe Rock Composting Toilet,,,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.841326819873316,44.88661649295193,164418,Little Dog Outhouse,,Little Dog Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.854750906992948,44.890148169403183,164419,Oak Outhouse,,Oak Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.86419110264589,44.850061683925887,164420,Cedar Spring Comfort Station,,Cedar Spring Comfort Station,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.849506988628079,44.890581628218314,164421,Day Tripper Composting Toilet,,Day Tripper Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.851108433481045,44.891569701702103,164422,Chimney Bay Composting Toilet,,Chimney Bay Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.854968847347337,44.888746777956321,164423,Oak Composting Toilet,,Oak Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.862398364963411,44.859495597449865,164424,Thumb Point Composting Toilet,,Thumb Point Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.865606877343112,44.853949234078733,164425,Cedar Spring Comfort Station,,Cedar Spring Comfort Station,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.86461776397195,44.852630576835672,164426,Cedar Spring Outdoor Shower,,Cedar Spring Outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.86373446049366,44.848455923971933,164427,Cedar Spring Composting Toilet,,Cedar Spring Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.86343142624753,44.85610813354964,164428,Cedar Spring Outdoor Shower,,Cedar Spring Outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.863162930740572,44.856512513891154,164429,Cedar Spring Composting Toilet,,Cedar Spring Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.862606109660106,44.848036090432736,164430,Cedar Spring outdoor Shower,,Cedar Spring outdoor Shower,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.849678826624739,44.871192382216144,164431,Tonch North Composting Toilet,,Tonch North Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.87781009367562,44.846658677028536,164432,Christian Beach Composting Toilet,,Christian Beach Composting Toilet,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.861637269066847,44.858919038717083,164433,Thumb Point Backcountry Camping,,Thumb Point,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.851223228680055,44.866934203917502,164434,Tonch South Backcountry Camping,,Tonch South,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.847958044184509,44.870057319624678,164435,Tonch East Backcountry Camping,,Tonch East,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.849538356631527,44.87143480547536,164436,Tonch North Backcountry Camping,,Tonch North,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.85709232976555,44.880632938645874,164437,Sandpiper Backcountry Camping,,Sandpiper,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.854712706504799,44.889307328180237,164438,Oaks Backcountry Camping,,Oaks,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.851093422143933,44.891329165425219,164439,Chimney Backcountry Camping,,Chimney,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.855006158668999,44.900109849923517,164440,Honeymoon Bay Backcountry Camping,,Honeymoon Bay,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-79.866453048435417,44.938416709753476,164441,Bone Island Outhouse,,Bone Island Outhouse,,,,,,Washroom Facility//Toilettes,Yes//Oui,No//Non
-79.856990515832408,44.884733503055052,164442,Massassagua Trail Footbridge,,Massassagua Trail Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.857014630377691,44.885070968494148,164443,Massassagua Trail Footbridge,,Massassagua Trail Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.862006427847462,44.889060968114222,164444,Rockview Trail Footbridge,,Rockview Footbridge,,,,,,Bridge//pont,Yes//Oui,No//Non
-79.851853046016515,44.742849107809803,164445,Midland Trail Footbridge,,Midland trail,,,,,,Bridge//pont,Yes//Oui,No//Non
-131.998733346701869,53.248668481020623,164446,Gwaii Haanas Office,Centre administratif de Gwaii Haanas,Gwaii Haanas Office,Centre administratif de Gwaii Haanas,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,Yes//Oui
-132.069892113497389,53.253555525841072,164447,Visitor Information,Centre d'accueil,Visitor Information,Centre d'accueil,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-132.117579809373012,53.253295318631565,164448,Gwaii Haanas Maintenance Compound Yard,,Maintenance Compound Yard,Gwaii Haanas atelier d'entretien,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,Yes//Oui
-131.091646363841733,52.155267259784956,164449,Ellen Island Operations Station,Postes d'exploitation de l'Île Ellen,Ellen Island Operations Station,Postes d'exploitation de l'Île Ellen,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.371495816672223,52.434206431385078,164450,Huxley Island Operations Station,Postes d'exploitation de l'Île Huxley,Huxley Island Operations Station,Postes d'exploitation de l'Île Huxley,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568410026124866,52.578132818261857,164451,Float Camp Unit # 4 - Main Lodge,,Float Camp Unit # 4 - Main Lodge,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568750043162481,52.5782235429905,164452,Float Camp Unit # 3 - Power/Shop Float,,Float Camp Unit # 3 - Power/Shop Float,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568599334111894,52.57818064343742,164453,Float Camp Unit # 1 - Durina Lodge,,Float Camp Unit # 1 - Durina Lodge,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-131.568525975366072,52.578251859346935,164454,Float Camp Unit # 2 - Floating Dock,,Float Camp Unit # 2 - Floating Dock,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117675241786117,53.253566031619066,164455,Gwaii Haanas Maintenance Shop,Gwaii Haanas atelier d'entretien,Gwaii Haanas Maintenance Shop,Gwaii Haanas atelier d'entretien,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117349596616464,53.25367842663853,164456,Gwaii Haanas Woodworking Shop,,Gwaii Haanas Woodworking Shop,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118139840498515,53.253624874968054,164457,Haida Gwaii Watchmen Storage,,Haida Gwaii Watchmen Storage,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.117250999472134,53.253439327658569,164458,Maintenance Compound Sewage Treatment,,Maintenance Compound Sewage Treatment,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118078365775233,53.253481396267048,164459,Maintenance Compound Storage Shed,,Maintenance Compound Storage Shed,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118003645517575,53.253207455549308,164460,Seacan # 1 ,,Seacan # 1 ,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118023080993822,53.253257903568525,164461,Seacan # 2,,Seacan # 2,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118041651501528,53.253302270714364,164462,Seacan # 3,,Seacan # 3,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-132.118051815163,53.253359317437358,164463,Seacan # 4,,Seacan # 4,,,,,,Compound/Operations Station//Ateliers/Station des opérations,Yes//Oui,No//Non
-117.470943155863239,52.612103123241369,164464,Spindly Creek,,Spindly Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.056350980966172,52.68798365529382,164465,Cavell,Cavell,Cavell,Cavell,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.955230171544173,52.735307496033663,164466,Meeting of the Waters,Confluent,Meeting of the Waters,Confluent,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.126459262001376,52.835268345435139,164467,Sky Tram Upper Terminal,Terminus supérieur du téléférique,Sky Tram Upper Terminal,Terminus supérieur du téléférique,,,,,Gondola/Tram//Nacelle,Yes//Oui,Yes//Oui
-117.726357591738946,52.863571185889434,164468,Beaver Lake,Lac-Beaver,Beaver Lake,Lac-Beaver,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.532151598723061,52.669130402633343,164469,Samson,,Samson,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.586254767785633,52.692489342589091,164470,Four Mile,,Four Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.61247044420368,52.696218865445005,164471,Trapper Creek,,Trapper Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.05018747977897,52.962814400128124,164472,Palisades,Palisades,Palisades,Palisades,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.987949545396191,53.108667574345958,164473,Talbot Lake,Lac Talbot,Talbot Lake,Lac Talbot,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-117.773007999538294,53.129680024693883,164474,Miette Hotsprings Picnic,,Miette Hotsprings Picnic,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.089455014445434,52.915344658995288,164475,Pyramid Lake Boat Dock ,,Pyramid Lake Boat Dock ,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.030548325374497,52.933159898772814,164476,Sixth Bridge,Sixième-Pont,Sixth Bridge,Sixième-Pont,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.881449653233489,52.894627306282253,164477,Maligne River,Rivière-Maligne,Maligne River,Rivière-Maligne,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.687729627764583,52.771170604459961,164478,Bruce's,,Bruce's,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-118.042465450840538,52.811910734783574,164479,Five Mile Bridge,,Five Mile Bridge,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,No//Non
-118.080708508662042,52.87729560147735,164480,Jasper Information Centre,Centre d'information de Jasper,Jasper Information Centre,Centre d'information de Jasper,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-118.110016357979134,52.851219969311614,164481,Old Ski Hill,,Old Ski Hill,,,,,,Ski Area//Aire de ski,Yes//Oui,No//Non
-117.97352042943352,52.747283108164915,164482,Otto's Cache,Cache-des-Frères-Otto,Otto's Cache,Cache-des-Frères-Otto,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.902408373567624,52.693558174142339,164483,Leach Lake,,Leach Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
